Id,SalePrice
1461,120693.20867160412
1462,164530.89506340475
1463,187236.96240713028
1464,190161.0291280173
1465,194287.4422018397
1466,174729.4475149194
1467,174962.68807196865
1468,167134.5929565849
1469,194891.80996889406
1470,126301.72829341206
1471,209243.4401815019
1472,98574.13538493836
1473,99209.327714101
1474,148089.61801239444
1475,123511.48999340183
1476,413258.00097837293
1477,263368.6142181248
1478,304956.5920652126
1479,284097.64116593404
1480,491991.5435179176
1481,325416.7996664512
1482,222379.65919117312
1483,173404.74179430705
1484,165682.8881162532
1485,185695.46426599886
1486,195426.95687694405
1487,360463.39962659776
1488,236131.84405003113
1489,205688.31441697045
1490,221936.57765698232
1491,189671.16891864306
1492,88563.57452456234
1493,196841.13397786667
1494,310928.58213389665
1495,297670.67195748084
1496,241223.75343119755
1497,188475.25576288145
1498,161260.13603054354
1499,157685.7025629875
1500,152737.69921123338
1501,179363.2255098196
1502,158305.8886170921
1503,294202.64647224545
1504,248363.16009573347
1505,226134.6553681008
1506,181114.090238301
1507,252017.3441354121
1508,197585.88208772597
1509,154357.90055249183
1510,144772.42773696332
1511,141566.1861640633
1512,174386.58144749387
1513,129731.46493555297
1514,157143.14098001955
1515,188488.86557883033
1516,148292.99901706254
1517,171971.0932398925
1518,134220.720480214
1519,223542.6145068445
1520,132514.4257806064
1521,138910.74065029304
1522,173894.9093075713
1523,104411.57214145696
1524,112432.59538613865
1525,114741.16687591665
1526,113975.26420487945
1527,106459.6300177577
1528,129158.51954307545
1529,141898.2012960763
1530,179738.8165567028
1531,120174.93657346061
1532,101015.59507266419
1533,152424.6011017971
1534,118586.65390104192
1535,154028.56934338683
1536,101603.4237825174
1537,73823.75794665334
1538,153837.2029660628
1539,189067.6015750409
1540,122152.06654520618
1541,142983.6104068952
1542,144446.11787525908
1543,210426.97717422314
1544,84642.5165005962
1545,115996.8590569942
1546,139542.90662653992
1547,136245.72414102906
1548,139381.29351058256
1549,113495.10928220878
1550,139022.7317100233
1551,112999.59317678718
1552,150097.5907516804
1553,148487.46070859334
1554,114728.25985630798
1555,182353.48023120034
1556,87147.83504270171
1557,104349.42109173167
1558,105461.8242492029
1559,107301.76075099566
1560,141153.16811341184
1561,138120.02237646663
1562,129016.5793050431
1563,115777.58320529683
1564,163301.14820130373
1565,151616.00298406996
1566,261054.75963159476
1567,72326.28614403361
1568,231160.24734954236
1569,151665.61672549177
1570,144341.04955017625
1571,121942.12185028827
1572,149521.60873831797
1573,256205.24371587735
1574,111183.01159908152
1575,236406.1873441459
1576,249306.79832904518
1577,197344.66321105554
1578,131114.8807272585
1579,143944.9235727811
1580,194597.39599999972
1581,166500.6245854061
1582,125237.86896991005
1583,309912.0559909525
1584,228239.46804029867
1585,140946.6403481455
1586,78677.9086615502
1587,94644.64794644924
1588,149494.15498859587
1589,93590.75725088906
1590,137536.4903590507
1591,92634.43487771506
1592,115751.09987831087
1593,116880.65061863228
1594,147677.82474817542
1595,111974.1152134214
1596,233761.29061799948
1597,181788.57948791233
1598,201847.79006591847
1599,187297.80955526346
1600,181267.55727929072
1601,73044.68238025106
1602,117278.2370464615
1603,75053.54223137704
1604,283429.3353159417
1605,255558.3189848886
1606,170635.10761691918
1607,167602.4338567099
1608,213022.9175378011
1609,190983.2900178086
1610,146574.44425345064
1611,139644.98947555613
1612,170647.57410823842
1613,163789.4600276582
1614,127207.74381908859
1615,86354.58405530495
1616,70264.01206405164
1617,87265.2214834193
1618,121713.15712632978
1619,146551.0201228192
1620,171183.01770672406
1621,137204.6557320546
1622,132290.04568578117
1623,269684.63653326605
1624,209831.71593972205
1625,121224.99114237181
1626,165589.60056689137
1627,190699.32536857278
1628,287719.49113137834
1629,183358.50781829015
1630,338381.63879780355
1631,221794.4824922947
1632,246256.5544460857
1633,174883.93287998866
1634,184759.99473402626
1635,178732.3116166425
1636,154363.47446395294
1637,189601.83647247218
1638,189415.19910431432
1639,183893.63411158355
1640,251331.50275215757
1641,175539.199722018
1642,228886.3808295493
1643,223924.3347125114
1644,235599.68627684482
1645,193839.1995260775
1646,157884.0404870822
1647,163412.77222337993
1648,124612.7851275721
1649,138477.31299793322
1650,115589.63014517195
1651,121296.2373496964
1652,102071.63454131018
1653,100594.204880803
1654,143138.366211823
1655,142611.5851633086
1656,140815.61044420366
1657,144658.86538205712
1658,140856.857151052
1659,128957.34918878149
1660,150861.50659359648
1661,441265.613908584
1662,378595.17132008367
1663,389835.74683100707
1664,500011.5756085814
1665,320994.39912946336
1666,339284.91988871095
1667,374971.09950185014
1668,357069.64388883725
1669,305614.71274506446
1670,366318.81206140737
1671,252409.60094419273
1672,458057.1779966773
1673,302496.8681927995
1674,261815.5401866984
1675,191470.0925602938
1676,189352.98127925314
1677,217443.95470811913
1678,455106.2313822785
1679,396704.1666600089
1680,334882.331371683
1681,264660.710309484
1682,298892.03810903116
1683,185456.52449530302
1684,169007.03724213832
1685,170322.69191090428
1686,166415.48272098636
1687,170291.73567822206
1688,193071.41678692485
1689,195896.3963567575
1690,195279.33141169048
1691,184373.96938013565
1692,270640.3550022096
1693,174185.81834203558
1694,184758.52562502734
1695,163145.5406127906
1696,266316.8633945005
1697,171146.6100225091
1698,353924.34324495617
1699,327842.9958115418
1700,237482.7408701018
1701,257362.77614356365
1702,261197.16602515383
1703,264751.5546735401
1704,278825.1304405991
1705,249640.67493437984
1706,440339.11431380484
1707,228161.70346349594
1708,210850.64449180357
1709,285324.8819866362
1710,231330.774349966
1711,270407.1624746532
1712,265604.0259203164
1713,266011.9836367855
1714,223499.18593330312
1715,212931.22698025603
1716,176850.9102711854
1717,172728.49509800287
1718,136463.95096705056
1719,201993.61558018305
1720,259661.82303910737
1721,177794.25537731076
1722,133860.693386609
1723,156689.2087344321
1724,213973.1892374286
1725,236294.88395184072
1726,189425.51903646663
1727,157815.30197404575
1728,184820.84351242552
1729,161132.30488776305
1730,169024.4683564523
1731,116358.91804516553
1732,126402.84265730443
1733,114822.16110550186
1734,115521.93421947648
1735,136063.81420590455
1736,119938.77357438035
1737,346478.43330383825
1738,221398.85727156705
1739,270857.96010595444
1740,220534.67755199975
1741,201603.44746172108
1742,172704.15441587087
1743,175037.78585222946
1744,311240.1697752089
1745,220754.80986870322
1746,219860.19172200895
1747,222146.7609007432
1748,216712.48994126768
1749,154117.17343380267
1750,135965.82113656143
1751,244960.4047190715
1752,116993.33256636756
1753,150171.37257943721
1754,194182.1421009134
1755,173326.57289551254
1756,127994.30780178923
1757,117637.33662945224
1758,146432.07625074164
1759,155669.6307736221
1760,168054.24464357703
1761,142719.09027827048
1762,177294.41724054317
1763,174362.79025250705
1764,111326.70680808288
1765,175704.96294002506
1766,179168.99252158246
1767,222230.88789622288
1768,143035.04435693176
1769,177513.80454697635
1770,148481.73004874133
1771,124757.49189195479
1772,138102.88974824524
1773,134921.55498697344
1774,125679.98110413985
1775,137900.58338735125
1776,120544.17853539423
1777,110220.7789884156
1778,136073.706816864
1779,116897.16516638231
1780,179021.05981967878
1781,126357.53425474292
1782,94525.93878881959
1783,135610.94611071062
1784,102032.38147971316
1785,124016.46218278879
1786,143993.61150302348
1787,158622.16273089795
1788,66855.03938764476
1789,96849.73617983353
1790,89502.53607549297
1791,186639.1674331713
1792,162923.38099716508
1793,133771.87015916882
1794,143596.16487633836
1795,130583.78846398622
1796,131754.74332780403
1797,117202.36677824332
1798,115250.7060947915
1799,109226.09592036389
1800,123563.51176853938
1801,121415.18528833128
1802,131460.0294272338
1803,153852.95566280707
1804,145833.3047712665
1805,139766.6266084482
1806,121723.03812466882
1807,140789.5467919769
1808,128211.3383959854
1809,117287.99522724152
1810,137434.13618379342
1811,106133.50561216708
1812,100046.30527400142
1813,124650.11166701769
1814,90575.24882825432
1815,64240.89239094424
1816,94290.87980699002
1817,104291.6614208635
1818,153730.14634196862
1819,132245.5605334408
1820,70022.17423711786
1821,121312.1402505023
1822,147000.4800475856
1823,59274.72632590959
1824,146089.89206805622
1825,145994.9420729159
1826,108936.4796800581
1827,100941.83873847521
1828,140937.81527306963
1829,125988.93065920947
1830,128029.39415197953
1831,152573.8294777793
1832,98779.7881236905
1833,148341.60768147177
1834,128366.458593147
1835,131983.07838060756
1836,124342.38492707467
1837,99780.7891846629
1838,129711.80801263306
1839,96687.03524696763
1840,134201.57842955354
1841,130662.95155621733
1842,86556.21707143245
1843,137026.22834594327
1844,138270.80277434125
1845,143652.53513917484
1846,159982.8780207231
1847,175573.0185767833
1848,57862.03296184339
1849,118291.33596310814
1850,110965.13531659785
1851,160077.0607328443
1852,123825.4172270637
1853,132864.19515975402
1854,178264.18224333052
1855,155995.34846057647
1856,220880.22208617945
1857,161058.3006172741
1858,134447.9740353956
1859,123115.28501586063
1860,138243.97538211345
1861,120808.55046020797
1862,296429.7104751825
1863,290832.9520182535
1864,290978.5297502518
1865,351206.58109079
1866,343905.1577524481
1867,248654.62646534955
1868,288121.86464438494
1869,198161.0215976748
1870,247870.28912959818
1871,261502.78395071195
1872,164833.82867920346
1873,226636.10971229157
1874,149339.08431585596
1875,222090.94785945522
1876,195538.42584501678
1877,217088.70428814902
1878,201373.89572774063
1879,133451.6602151415
1880,134888.51216042554
1881,246566.62846202712
1882,244443.30154882057
1883,192719.86716218418
1884,209769.1843523964
1885,257685.31767339492
1886,288372.1103710036
1887,209346.2959170913
1888,277627.6761255392
1889,159774.07380703936
1890,132996.3694881748
1891,133488.18977097014
1892,106798.10382526496
1893,131594.14197157056
1894,125002.99991152916
1895,134404.7600218579
1896,127664.74236276154
1897,123976.43933776711
1898,112054.15685677566
1899,145931.055271255
1900,150605.01788865618
1901,172505.03016592734
1902,146228.0465514511
1903,220923.1553336254
1904,139100.2771366305
1905,194446.4669255804
1906,174083.6126650008
1907,214412.01113518173
1908,108009.43382593864
1909,138749.64102501902
1910,121468.75190677983
1911,206315.26466090555
1912,284799.3660123222
1913,144082.41020113218
1914,64818.8040806815
1915,342350.8178121653
1916,77645.17912102967
1917,258380.43220158128
1918,145712.3799917439
1919,172397.50896706094
1920,144904.33951803023
1921,424595.76981207036
1922,339421.09449095576
1923,215390.3158061839
1924,224502.68321846495
1925,202413.04321697121
1926,407399.917325235
1927,137722.9035498837
1928,161756.49434646487
1929,122745.87896119876
1930,144365.6917042905
1931,147279.18810314947
1932,140440.6265536112
1933,188121.0372452247
1934,182701.1386461348
1935,175302.9561233165
1936,183961.7488729236
1937,184702.65302548002
1938,170395.468134413
1939,251434.62956139655
1940,192041.16412553523
1941,174548.43197937188
1942,187479.84731388596
1943,200751.03779980447
1944,352976.9175542886
1945,387383.2669395657
1946,159818.8323134017
1947,294596.23200724844
1948,169786.40942349256
1949,241149.84881145722
1950,188541.7716830739
1951,250225.51123432396
1952,216044.2252884685
1953,171665.8951138753
1954,182676.68193902323
1955,124232.48338868623
1956,256931.62284651992
1957,150714.69669739198
1958,317868.16521485266
1959,134488.72461315544
1960,113086.89233732705
1961,119488.35290735896
1962,97952.14437639769
1963,109304.53932208088
1964,110510.29610225424
1965,138841.02372595484
1966,141906.23981687124
1967,301808.1535153091
1968,411855.6802955963
1969,398517.5257916368
1970,444099.62500029
1971,471618.58927004784
1972,393733.0968171831
1973,287580.1444865584
1974,325610.16558354185
1975,488545.6625437416
1976,280467.4126318699
1977,379097.448556004
1978,372540.1110350898
1979,332446.2713569371
1980,189746.24613974444
1981,338705.8708595184
1982,220387.6685853732
1983,212122.38639761673
1984,169029.7431852507
1985,217393.88984064304
1986,205520.48545918023
1987,169800.26435787918
1988,176856.05599336725
1989,191211.83889875878
1990,212325.3089031929
1991,223340.88365463092
1992,215711.35355525766
1993,168247.49102263863
1994,231867.04490318065
1995,189180.28237497422
1996,248458.84076288028
1997,329875.8886738815
1998,337842.88837423385
1999,264510.3226518674
2000,308781.1101386004
2001,263426.73570164293
2002,236591.02237336503
2003,258188.94331088138
2004,284191.67160148977
2005,230970.99747210747
2006,226532.14469009897
2007,244019.13333226249
2008,222719.94312788875
2009,198084.989535784
2010,192053.6490546793
2011,146210.38556598604
2012,174052.64636528539
2013,180921.99241007442
2014,187332.52008448332
2015,204250.7455218894
2016,194232.10704181387
2017,204187.89581761404
2018,129351.3124506154
2019,132835.90295455695
2020,108618.46701172099
2021,104851.06537382075
2022,189072.94960101802
2023,139020.76018152825
2024,243619.69220022016
2025,396171.97046498756
2026,180749.14668689386
2027,151848.80125509115
2028,150520.08777436742
2029,167999.7829086592
2030,272216.68290789897
2031,241944.1749299645
2032,260180.0668083528
2033,269715.0344009702
2034,169812.23630710144
2035,224149.66077391867
2036,190315.04609193763
2037,193919.2624008847
2038,309239.0286653837
2039,237746.52510594192
2040,334464.1753278259
2041,292463.85963959567
2042,201794.7471544007
2043,164909.26593865704
2044,164902.7651357586
2045,219032.13134941424
2046,137742.47455946918
2047,141202.5751389779
2048,139269.31515513122
2049,125251.94736572719
2050,174874.8171277963
2051,105816.49178168733
2052,117643.57227886133
2053,148017.91357037093
2054,99445.37206906255
2055,146465.93992608352
2056,142000.75058611404
2057,110607.88789254542
2058,221066.15905850526
2059,135140.45498897432
2060,164992.11433723444
2061,181708.9031420349
2062,124812.49699605681
2063,111520.72149327664
2064,139177.069781987
2065,122625.07611144011
2066,170533.50372149367
2067,122143.2016120645
2068,123602.86511935169
2069,83641.62937163252
2070,105199.49597950414
2071,99907.88867984367
2072,120118.2036670763
2073,141880.22599032318
2074,185843.57007079397
2075,149696.80186844908
2076,114751.51108625781
2077,152079.4437850966
2078,125890.82782248034
2079,128257.54321080988
2080,119083.05770277025
2081,122328.62082224488
2082,129463.61388381288
2083,134885.9574032578
2084,105395.69942020439
2085,116222.87844837744
2086,136058.70822062722
2087,110828.69635600802
2088,102957.07282258243
2089,79888.82753396983
2090,127947.06033099873
2091,118338.89766113556
2092,123766.02582972177
2093,120866.50650017298
2094,125895.47818796893
2095,149045.93108800438
2096,82724.32133663703
2097,95242.65084046066
2098,149810.39222586923
2099,66447.76618256619
2100,102254.59069417605
2101,113875.37946305015
2102,124733.11422589122
2103,101955.14662676172
2104,134011.99435735223
2105,128729.30037745697
2106,73768.69753285167
2107,194706.27999818118
2108,108849.221062319
2109,106538.28275102121
2110,134043.35490832798
2111,157299.54009334324
2112,140045.74605593568
2113,125647.50673913464
2114,119231.6395066962
2115,177055.708508141
2116,118585.27924468531
2117,156899.0254260933
2118,130104.67560571195
2119,122554.59670199634
2120,125536.90806057933
2121,92100.42926364667
2122,113465.55855358174
2123,96447.76412474677
2124,170515.71484141808
2125,119532.5559125662
2126,141615.8277545211
2127,153430.66173146962
2128,126858.48685853225
2129,97609.46491446042
2130,133031.83533279307
2131,143520.22378602752
2132,103493.64255312452
2133,121633.61947196494
2134,125733.26349582933
2135,93757.22965752016
2136,81109.06029547799
2137,107621.63591857946
2138,126869.24636377074
2139,153158.52904449374
2140,146101.83602415523
2141,153746.44583748587
2142,127462.56665374333
2143,143353.69606829813
2144,122443.31322022364
2145,140250.89485209424
2146,164396.9478197868
2147,147858.49835133832
2148,135922.61871420132
2149,159596.49654161785
2150,223380.22708838803
2151,119057.48877232216
2152,187608.7034917146
2153,169949.3302835063
2154,101402.45078377062
2155,130794.95252543324
2156,256189.0408843208
2157,231464.85154913244
2158,231068.25220048174
2159,202545.29402843528
2160,173775.1142929895
2161,246455.5286675319
2162,362971.371518919
2163,348317.90440619667
2164,266555.0841615292
2165,191646.68878604125
2166,153973.66257372347
2167,222820.79160685604
2168,203047.24341206287
2169,201995.68505496238
2170,224990.04250006157
2171,148618.7230519352
2172,131949.07342401653
2173,163335.90136616988
2174,220980.33861302453
2175,294284.4920208621
2176,311371.370118876
2177,228238.04432230134
2178,213056.3614629701
2179,140565.41479959566
2180,213077.72568685986
2181,189607.01669430785
2182,220243.34164846956
2183,188458.01094244627
2184,122930.9916834627
2185,120071.46267664089
2186,149555.41967904946
2187,154217.49646644975
2188,157126.0595980487
2189,243378.3327971943
2190,82321.49417849614
2191,78022.1779310011
2192,91819.36535036814
2193,102639.96745884852
2194,113134.09921035239
2195,112686.88131817208
2196,109685.54404193831
2197,123906.06305723239
2198,160288.81685635215
2199,183269.9008581338
2200,145054.12896438068
2201,143916.31253593203
2202,196700.41000905784
2203,136931.8524705933
2204,180844.22131517984
2205,107713.99800886674
2206,136528.5120330142
2207,210743.23867244736
2208,234501.8786501621
2209,221381.078221128
2210,115604.53456644712
2211,116954.33513836215
2212,114361.48711125062
2213,106601.49508567546
2214,135154.1699455008
2215,98042.56606295067
2216,149807.44575209334
2217,83819.13015730317
2218,84113.80570222613
2219,76330.91721823651
2220,77365.60349086356
2221,348087.6502173301
2222,269404.30225676845
2223,274515.5391410947
2224,219413.00951572516
2225,119778.85849782024
2226,189246.33117422092
2227,205381.41190792463
2228,260683.39126285075
2229,248662.93426891608
2230,143453.02067002753
2231,213070.17100814206
2232,181235.74318487878
2233,184703.39384980523
2234,247220.8661407203
2235,222896.88213403546
2236,255590.9272475433
2237,336526.890467106
2238,203826.1197445123
2239,117270.16159753648
2240,161675.00687738234
2241,151967.19635238117
2242,122477.82064497634
2243,126864.7019226051
2244,98862.85161949284
2245,102455.97675872331
2246,144132.15939659427
2247,105719.56992929087
2248,132753.49883923706
2249,126238.63381932444
2250,137066.7918747175
2251,121114.90667616244
2252,174203.25093737597
2253,153603.5837645175
2254,171620.88004835727
2255,185271.37738521787
2256,177694.65475576837
2257,208370.22563296102
2258,164355.69025985894
2259,175754.7616049835
2260,149164.66713332833
2261,186490.5088718834
2262,203614.24673300498
2263,355906.7632141786
2264,411320.6909329322
2265,161997.40493036396
2266,280823.0213227271
2267,349091.7956625331
2268,390534.48076962156
2269,148212.38631788653
2270,182786.43982918246
2271,214285.48622790605
2272,211676.1858282199
2273,166814.898590888
2274,178864.7886885088
2275,174342.6877011091
2276,192228.41649094957
2277,185640.01117262588
2278,140800.46888795603
2279,130912.6631289084
2280,125810.50722124473
2281,179921.4489813678
2282,187467.06308710578
2283,109244.95437525192
2284,122878.84830256719
2285,141816.654700126
2286,121575.46662573528
2287,367616.5265530286
2288,274574.9012797108
2289,382988.4726486037
2290,415728.3125066495
2291,318330.0689230349
2292,455093.472023226
2293,473943.8258478985
