Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1,0.07373170977729161,3,0.21312269919586652,-0.20712487964624765,1,3,3,0,4,0,5,2,2,0,5,0.6508523254135918,-0.5174244561405096,1.0518991295482512,0.8794486809206211,1,1,12,13,1,0.5135940782715055,2,4,2,2,4,4,2,0.574747571658158,6,-0.2887599809903759,-0.9446070036825376,-0.4605696596545453,1,0,1,4,-0.7941908509666846,1.162093245219697,-0.12028351955353951,0.3700549424761217,1.1071240090640369,-0.24114843577229964,0.7901800304664988,1.2286406791174023,0.16383674051098654,-0.21152927532848173,2,0.9121281786306986,6,-0.9518476188535958,3,1,0.29614308512036563,2,0.3118418388805581,0.3506601513515196,5,5,2,-0.7518872697842447,0.21598305287338213,-0.3594639258823377,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,-1.5990295861066135,0.1388259561883318,8,4,208500
2,-0.8719787479375963,3,0.6458736986300417,-0.09190877953284433,1,3,3,0,2,0,24,1,2,0,2,-0.07237200267355982,2.178726549248788,0.1575396714999393,-0.42886407918156255,1,1,8,8,2,-0.5710094457537565,3,4,1,2,4,1,0,1.171304103324729,6,-0.2887599809903759,-0.6413304137200978,0.4656294385736824,1,0,1,4,0.25642614663149355,-0.7945535807833669,-0.12028351955353951,-0.4825139125769872,-0.8204343790319415,3.947370228415619,0.7901800304664988,-0.7609117635377474,0.16383674051098654,-0.21152927532848173,3,-0.31838038597604135,6,0.5998235274116515,5,1,0.2366301451122719,2,0.3118418388805581,-0.06094660075647254,5,5,2,1.6256704291570667,-0.7048445266561093,-0.3594639258823377,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,-0.4893177582346225,-0.6141371296061343,8,4,181500
3,0.07373170977729161,3,0.29967289908270156,0.07340127715160388,1,0,3,0,4,0,5,2,2,0,5,0.6508523254135918,-0.5174244561405096,0.9856502808039318,0.8309926527686884,1,1,12,13,1,0.32544856900181723,2,4,2,2,4,2,2,0.092238612221961,6,-0.2887599809903759,-0.30184169361288915,-0.3145678313624109,1,0,1,4,-0.6285763488822428,1.189587111627234,-0.12028351955353951,0.5146871589583456,1.1071240090640369,-0.24114843577229964,0.7901800304664988,1.2286406791174023,0.16383674051098654,-0.21152927532848173,2,-0.31838038597604135,6,0.5998235274116515,5,1,0.2917347191938402,2,0.3118418388805581,0.6313011186978779,5,5,2,-0.7518872697842447,-0.07083209484891849,-0.3594639258823377,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,0.9902980122613655,0.1388259561883318,8,4,223500
4,0.3101593242060136,3,0.06887236605114146,-0.09691817518994883,1,0,3,0,0,0,6,2,2,0,5,0.6508523254135918,-0.5174244561405096,-1.8630502152018025,-0.7196002480931589,1,1,13,15,2,-0.5710094457537565,3,4,0,4,1,4,0,-0.4999314743588263,6,-0.2887599809903759,-0.06193633140379501,-0.6886975163610054,1,2,1,4,-0.5224795584843972,0.9375600028914765,-0.12028351955353951,0.38337633083632655,1.1071240090640369,-0.24114843577229964,-1.025367472605346,-0.7609117635377474,0.16383674051098654,-0.21152927532848173,2,0.29687389632732863,6,0.5998235274116515,2,5,0.285122170304052,3,1.6500102004297763,0.7903310001941476,5,5,2,-0.7518872697842447,-0.1765008334834503,4.0910567760349235,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,-1.5990295861066135,-1.3671002154006004,8,0,140000
5,0.07373170977729161,3,0.7612739651458218,0.37496689570929426,1,0,3,0,2,0,15,2,2,0,5,1.3740766535007436,-0.5174244561405096,0.9525258564317721,0.7340805964648229,1,1,12,13,1,1.3657825614342114,2,4,2,2,4,0,2,0.462893221970676,6,-0.2887599809903759,-0.1750992381061979,0.19871984622712413,1,0,1,4,-0.046337864991626766,1.6180331964780221,-0.12028351955353951,1.298746016730401,1.1071240090640369,-0.24114843577229964,0.7901800304664988,1.2286406791174023,1.389671634898317,-0.21152927532848173,2,1.5273824609340687,6,0.5998235274116515,5,1,0.28953053623057745,2,1.6500102004297763,1.6977367946140394,5,5,2,0.7799619859094861,0.5631803369582723,-0.3594639258823377,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,2.1000098401333567,0.1388259561883318,8,4,250000
6,-0.16269590465143038,3,0.7901240317747668,0.36043964830369124,1,0,3,0,4,0,11,2,2,0,0,-0.7955963307607115,-0.5174244561405096,0.7206548858266542,0.4918004557051593,1,1,12,13,2,-0.5710094457537565,3,4,5,2,4,4,2,0.631771357773345,6,-0.2887599809903759,-1.1392472032106706,-0.5974463736784213,1,0,1,4,-0.9494544466708489,0.5022404514388042,-0.12028351955353951,-0.29220836457406113,1.1071240090640369,-0.24114843577229964,-1.025367472605346,1.2286406791174023,-2.287833048263674,-0.21152927532848173,3,-0.9336346682794113,6,-0.9518476188535958,3,1,0.27410125548773834,3,0.3118418388805581,0.03260038835898022,5,5,2,-0.43275200818138415,-0.2519785039366873,-0.3594639258823377,10.798716543449194,-0.2703077024444042,-0.06871539531714406,1.3232259923343728,1.3602019548853626,0.891789041982798,8,4,143000
7,-0.8719787479375963,3,0.5016233654853166,-0.04341782957207286,1,3,3,0,4,0,21,2,2,0,2,1.3740766535007436,-0.5174244561405096,1.085023553920411,0.9763607372244866,1,1,12,13,3,0.4582571637804207,2,4,2,0,4,0,2,2.0288541175954244,6,-0.2887599809903759,-0.5666428952965119,1.432891551009073,1,0,1,4,1.3743240357014763,-0.7945535807833669,-0.12028351955353951,0.33960605479565353,1.1071240090640369,-0.24114843577229964,0.7901800304664988,-0.7609117635377474,0.16383674051098654,-0.21152927532848173,2,0.29687389632732863,6,0.5998235274116515,2,1,0.2983472680836284,2,0.3118418388805581,0.7622669034595118,5,5,2,1.2826000229339916,0.15560091651079253,-0.3594639258823377,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,0.6203940696373684,-0.6141371296061343,8,4,307000
8,0.07373170977729161,3,-1.6621316316855592,-0.01356183145573009,1,0,3,0,0,0,14,4,2,0,5,0.6508523254135918,0.38129254565592285,0.05816639838346021,-0.5742321636373607,1,1,6,6,3,0.7570765020322786,3,4,1,2,4,2,0,0.9103106207206042,1,-0.09038992136177948,-0.7952319668353658,0.11203126067866934,1,0,1,4,-0.14467147560426413,1.4576523091007219,-0.12028351955353951,1.093216024887241,1.1071240090640369,-0.24114843577229964,0.7901800304664988,1.2286406791174023,0.16383674051098654,-0.21152927532848173,3,0.29687389632732863,6,2.151494673676899,5,1,0.2300175962224837,2,0.3118418388805581,0.05130978618207077,5,5,2,1.1230323921325613,2.3746444278359604,3.3711196036659548,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,0.6177539520824351,1.7301058975093595,0.891789041982798,8,4,200000
9,-0.16269590465143038,4,-0.19077823360936366,-0.44056271726731694,1,3,3,0,4,0,17,0,2,0,0,0.6508523254135918,-0.5174244561405096,-1.3330594252472472,-1.6887208111318135,1,1,3,15,2,-0.5710094457537565,3,4,0,4,4,4,6,-0.9736675436234561,6,-0.2887599809903759,0.8705260198240049,-0.2415669172163437,1,2,1,1,-0.3646282361851635,0.9283953807556308,-0.12028351955353951,0.4918504931979944,-0.8204343790319415,-0.24114843577229964,0.7901800304664988,-0.7609117635377474,-1.0619981538763437,4.3270179703223155,3,0.9121281786306986,2,2.151494673676899,5,5,0.13744191176544895,3,0.3118418388805581,-0.023527805110291438,1,5,2,-0.03383293117780844,-0.7048445266561093,2.994788809018539,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,-0.8592217008586195,0.1388259561883318,8,0,129900
10,3.1472906973506776,3,-0.21962830023830868,-0.31031843018260014,1,3,3,0,0,0,3,0,0,1,1,-0.7955963307607115,0.38129254565592285,-1.0680640302699695,-1.6887208111318135,1,1,8,8,2,-0.5710094457537565,3,4,0,4,4,4,2,0.8927648403774697,6,-0.2887599809903759,-0.9672395850230182,-0.1525970531008243,1,0,1,4,-0.22230327345634626,-0.7945535807833669,-0.12028351955353951,-0.8345791763824005,1.1071240090640369,-0.24114843577229964,-1.025367472605346,-0.7609117635377474,-1.0619981538763437,4.3270179703223155,3,-0.9336346682794113,6,2.151494673676899,5,1,0.1550753754715508,2,-1.0263265226686602,-1.2536707119784953,2,5,2,-0.7518872697842447,-0.6444623902935197,-0.3594639258823377,-0.11637968866402415,-0.2703077024444042,-0.06871539531714406,-0.08771808816950266,-1.9689335287306104,0.1388259561883318,8,4,118000
